func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000487029	0.00410653	0.0246392
axpy	float	2000	0.000501319	0.00797895	0.0478737
axpy	float	4000	0.00050221	0.0159296	0.0955775
axpy	float	8000	0.000494005	0.0323883	0.19433
axpy	float	16000	0.000492701	0.0649482	0.389689
axpy	float	32000	0.000507625	0.126077	0.756464
axpy	float	64000	0.000504192	0.253871	1.52323
axpy	float	128000	0.000732518	0.349479	2.09688
axpy	float	256000	0.000741681	0.690324	4.14194
axpy	float	512000	0.000773428	1.32398	7.94386
axpy	float	1024000	0.000834785	2.45333	14.72
axpy	float	2048000	0.000956761	4.28111	25.6867
axpy	float	4096000	0.00120702	6.78697	40.7218
axpy	float	8192000	0.00169731	9.6529	57.9174
axpy	float	16384000	0.00268386	12.2093	73.2557
axpy	float	32768000	0.00459751	14.2547	85.528
axpy	float	65536000	0.00854128	15.3457	92.0743
axpy	double	1000	0.000645932	0.0030963	0.0371556
axpy	double	2000	0.000678149	0.00589841	0.0707809
axpy	double	4000	0.000652721	0.0122564	0.147077
axpy	double	8000	0.000456825	0.0350244	0.420293
axpy	double	16000	0.000450243	0.0710728	0.852874
axpy	double	32000	0.000451606	0.141716	1.7006
axpy	double	64000	0.000448513	0.285388	3.42465
axpy	double	128000	0.000462177	0.5539	6.6468
axpy	double	256000	0.000495919	1.03243	12.3891
axpy	double	512000	0.000564313	1.81459	21.7751
axpy	double	1024000	0.000695752	2.94358	35.3229
axpy	double	2048000	0.000943852	4.33966	52.076
axpy	double	4096000	0.00143449	5.71074	68.5288
axpy	double	8192000	0.00242479	6.75688	81.0825
axpy	double	16384000	0.00438205	7.47778	89.7334
axpy	double	32768000	0.00832665	7.87063	94.4476
axpy	double	65536000	0.0161637	8.10906	97.3087
