func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00132734	0.0610243	0.488194
mscal(CRS)	float	2000	2000	2.54376e-05	6.36853	50.9482
mscal(CRS)	float	4000	4000	4.07839e-05	7.94431	63.5545
mscal(CRS)	float	8000	8000	7.29886e-05	8.8781	71.0248
mscal(CRS)	float	16000	16000	0.000144433	8.97304	71.7843
mscal(CRS)	float	32000	32000	0.00025546	10.1464	81.1712
mscal(CRS)	float	64000	64000	0.00117891	4.39727	35.1782
mscal(CRS)	float	128000	128000	0.00785929	1.3192	10.5536
mscal(CRS)	float	256000	256000	0.0207353	1.00003	8.00026
mscal(CRS)	float	512000	512000	0.0425663	0.974292	7.79434
mscal(CRS)	double	1000	1000	2.78759e-05	2.90574	46.4918
mscal(CRS)	double	2000	2000	3.78972e-05	4.27472	68.3956
mscal(CRS)	double	4000	4000	6.62904e-05	4.88759	78.2014
mscal(CRS)	double	8000	8000	0.000139959	4.62993	74.0789
mscal(CRS)	double	16000	16000	0.000267855	4.83843	77.4149
mscal(CRS)	double	32000	32000	0.00126149	2.05472	32.8755
mscal(CRS)	double	64000	64000	0.00873766	0.593294	9.4927
mscal(CRS)	double	128000	128000	0.0195896	0.529259	8.46815
mscal(CRS)	double	256000	256000	0.0421352	0.49213	7.87408
mscal(CRS)	double	512000	512000	0.0837112	0.495417	7.92668
