func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.0175104	0.114218
mv_mul(Dense)	float	1500	1500	0.00150867	2.98276
mv_mul(Dense)	float	2000	2000	0.00158958	5.03279
mv_mul(Dense)	float	2500	2500	0.00169778	7.36256
mv_mul(Dense)	float	3000	3000	0.00207689	8.66679
mv_mul(Dense)	float	3500	3500	0.00185511	13.2068
mv_mul(Dense)	float	4000	4000	0.00231082	13.8479
mv_mul(Dense)	float	4500	4500	0.00208445	19.4296
mv_mul(Dense)	float	5000	5000	0.00223356	22.3858
mv_mul(Dense)	float	5500	5500	0.00249454	24.253
mv_mul(Dense)	float	6000	6000	0.00267895	26.8762
mv_mul(Dense)	float	6500	6500	0.00310816	27.1865
mv_mul(Dense)	float	7000	7000	0.00320908	30.5383
mv_mul(Dense)	float	7500	7500	0.00349762	32.1647
mv_mul(Dense)	float	8000	8000	0.00389647	32.8503
mv_mul(Dense)	float	8500	8500	0.00419795	34.4215
mv_mul(Dense)	float	9000	9000	0.00466067	34.7589
mv_mul(Dense)	float	9500	9500	0.00491633	36.7144
mv_mul(Dense)	float	10000	10000	0.00529838	37.7474
mv_mul(Dense)	double	1000	1000	0.00128082	1.5615
mv_mul(Dense)	double	1500	1500	0.00137883	3.26364
mv_mul(Dense)	double	2000	2000	0.00156779	5.10273
mv_mul(Dense)	double	2500	2500	0.00172156	7.26085
mv_mul(Dense)	double	3000	3000	0.00196178	9.17534
mv_mul(Dense)	double	3500	3500	0.00237811	10.3023
mv_mul(Dense)	double	4000	4000	0.0025435	12.5811
mv_mul(Dense)	double	4500	4500	0.00286746	14.124
mv_mul(Dense)	double	5000	5000	0.00325303	15.3703
mv_mul(Dense)	double	5500	5500	0.00379377	15.9472
