func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00192427
convert(COO,Dense)	Dense	float	2000	2000	0.00375952
convert(COO,Dense)	Dense	float	3000	3000	0.0102208
convert(COO,Dense)	Dense	float	4000	4000	0.0164123
convert(COO,Dense)	Dense	float	5000	5000	0.0331495
convert(COO,Dense)	Dense	float	6000	6000	0.0585353
convert(COO,Dense)	Dense	float	7000	7000	0.080773
convert(COO,Dense)	Dense	float	8000	8000	0.100733
convert(COO,Dense)	Dense	float	9000	9000	0.123239
convert(COO,Dense)	Dense	float	10000	10000	0.148827
convert(COO,Dense)	Dense	double	1000	1000	0.00160591
convert(COO,Dense)	Dense	double	2000	2000	0.00695156
convert(COO,Dense)	Dense	double	3000	3000	0.0206099
convert(COO,Dense)	Dense	double	4000	4000	0.0518717
convert(COO,Dense)	Dense	double	5000	5000	0.0798537
convert(COO,Dense)	Dense	double	6000	6000	0.109161
convert(COO,Dense)	Dense	double	7000	7000	0.143067
convert(COO,Dense)	Dense	double	8000	8000	0.185751
convert(COO,Dense)	Dense	double	9000	9000	0.233594
convert(COO,Dense)	Dense	double	10000	10000	0.281075
