func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00436184
convert(COO,CRS)	CRS	float	20000	20000	0.00751227
convert(COO,CRS)	CRS	float	30000	30000	0.0143961
convert(COO,CRS)	CRS	float	40000	40000	0.0208412
convert(COO,CRS)	CRS	float	50000	50000	0.0259458
convert(COO,CRS)	CRS	float	60000	60000	0.0310308
convert(COO,CRS)	CRS	float	70000	70000	0.0351547
convert(COO,CRS)	CRS	float	80000	80000	0.038493
convert(COO,CRS)	CRS	float	90000	90000	0.0426019
convert(COO,CRS)	CRS	float	100000	100000	0.0475523
convert(COO,CRS)	CRS	double	10000	10000	0.00327058
convert(COO,CRS)	CRS	double	20000	20000	0.00702785
convert(COO,CRS)	CRS	double	30000	30000	0.0182505
convert(COO,CRS)	CRS	double	40000	40000	0.0241642
convert(COO,CRS)	CRS	double	50000	50000	0.0295441
convert(COO,CRS)	CRS	double	60000	60000	0.0400162
convert(COO,CRS)	CRS	double	70000	70000	0.0466101
convert(COO,CRS)	CRS	double	80000	80000	0.0528155
convert(COO,CRS)	CRS	double	90000	90000	0.0589713
convert(COO,CRS)	CRS	double	100000	100000	0.065653
