func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00830587	240.794
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0262928	256.724
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0616664	259.461
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.11835	264.048
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.217686	248.064
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.350481	244.664
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.483854	264.543
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.697285	261.371
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.966947	258.546
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0159809	125.149
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0520918	129.579
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.127085	125.9
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.243261	128.463
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.418362	129.075
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.666314	128.693
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.994215	128.745
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.40381	129.825
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.92332	129.984
