func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00371764	43.576
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0322292	11.3096
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0706705	9.16931
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.121834	8.31052
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.177297	8.22349
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0127738	12.6822
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0424428	8.58802
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0888714	7.29143
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.129977	7.78982
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.194024	7.51453
