func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0348363	4.65033
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0478163	7.62292
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0999988	6.48008
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.131008	7.72856
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.164083	8.88577
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0276413	5.86079
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0462451	7.88192
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0685457	9.45355
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0955371	10.598
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128064	11.385
