func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00174629
transpose(Dense)	Dense	float	2000	2000	0.0076767
transpose(Dense)	Dense	float	3000	3000	0.0189428
transpose(Dense)	Dense	float	4000	4000	0.0298305
transpose(Dense)	Dense	float	5000	5000	0.0725024
transpose(Dense)	Dense	float	6000	6000	0.190303
transpose(Dense)	Dense	float	7000	7000	0.2712
transpose(Dense)	Dense	float	8000	8000	0.349626
transpose(Dense)	Dense	float	9000	9000	0.455039
transpose(Dense)	Dense	float	10000	10000	0.575716
transpose(Dense)	Dense	double	1000	1000	0.00317489
transpose(Dense)	Dense	double	2000	2000	0.0130415
transpose(Dense)	Dense	double	3000	3000	0.0306195
transpose(Dense)	Dense	double	4000	4000	0.103231
transpose(Dense)	Dense	double	5000	5000	0.177979
transpose(Dense)	Dense	double	6000	6000	0.273607
transpose(Dense)	Dense	double	7000	7000	0.400332
transpose(Dense)	Dense	double	8000	8000	0.799321
transpose(Dense)	Dense	double	9000	9000	0.73491
transpose(Dense)	Dense	double	10000	10000	0.909059
