func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
ceil	vector	float	1000	3.28953e-06	0.303994	2.43196
ceil	vector	float	10000	3.62013e-06	2.76233	22.0986
ceil	vector	float	100000	8.48577e-06	11.7844	94.2755
ceil	vector	float	1000000	4.32761e-05	23.1074	184.859
ceil	vector	float	10000000	0.00343619	2.9102	23.2816
ceil	vector	float	100000000	0.0367022	2.72463	21.7971
ceil	vector	double	1000	2.82393e-06	0.354116	5.66586
ceil	vector	double	10000	3.236e-06	3.09023	49.4438
ceil	vector	double	100000	8.6627e-06	11.5437	184.7
ceil	vector	double	1000000	3.83244e-05	26.0931	417.489
ceil	vector	double	10000000	0.00706922	1.41458	22.6333
ceil	vector	double	100000000	0.0736077	1.35855	21.7369
