func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0073134
convert(COO,CRS)	CRS	float	20000	20000	0.0128596
convert(COO,CRS)	CRS	float	30000	30000	0.023974
convert(COO,CRS)	CRS	float	40000	40000	0.0313543
convert(COO,CRS)	CRS	float	50000	50000	0.0388403
convert(COO,CRS)	CRS	float	60000	60000	0.0469284
convert(COO,CRS)	CRS	float	70000	70000	0.0543059
convert(COO,CRS)	CRS	float	80000	80000	0.0609877
convert(COO,CRS)	CRS	float	90000	90000	0.0688
convert(COO,CRS)	CRS	float	100000	100000	0.076126
convert(COO,CRS)	CRS	double	10000	10000	0.00544686
convert(COO,CRS)	CRS	double	20000	20000	0.0141464
convert(COO,CRS)	CRS	double	30000	30000	0.0301135
convert(COO,CRS)	CRS	double	40000	40000	0.0385241
convert(COO,CRS)	CRS	double	50000	50000	0.0482334
convert(COO,CRS)	CRS	double	60000	60000	0.0642583
convert(COO,CRS)	CRS	double	70000	70000	0.0749349
convert(COO,CRS)	CRS	double	80000	80000	0.0844817
convert(COO,CRS)	CRS	double	90000	90000	0.0951646
convert(COO,CRS)	CRS	double	100000	100000	0.10568
