func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_pow(CRS,CRS,CRS)	CRS	float	10000	10000	0.000951371	0.851403	10.2168
mm_pow(CRS,CRS,CRS)	CRS	float	20000	20000	0.00193586	0.836837	10.042
mm_pow(CRS,CRS,CRS)	CRS	float	30000	30000	0.0028716	0.846219	10.1546
mm_pow(CRS,CRS,CRS)	CRS	float	40000	40000	0.00382572	0.8469	10.1628
mm_pow(CRS,CRS,CRS)	CRS	float	50000	50000	0.00477812	0.847614	10.1714
mm_pow(CRS,CRS,CRS)	CRS	float	60000	60000	0.00579986	0.837951	10.0554
mm_pow(CRS,CRS,CRS)	CRS	float	70000	70000	0.00666458	0.850766	10.2092
mm_pow(CRS,CRS,CRS)	CRS	float	80000	80000	0.00760006	0.852625	10.2315
mm_pow(CRS,CRS,CRS)	CRS	float	90000	90000	0.00855419	0.852214	10.2266
mm_pow(CRS,CRS,CRS)	CRS	float	100000	100000	0.00949594	0.852996	10.236
mm_pow(CRS,CRS,CRS)	CRS	double	10000	10000	0.00169835	0.476935	11.4464
mm_pow(CRS,CRS,CRS)	CRS	double	20000	20000	0.00346143	0.468015	11.2323
mm_pow(CRS,CRS,CRS)	CRS	double	30000	30000	0.00527969	0.460254	11.0461
mm_pow(CRS,CRS,CRS)	CRS	double	40000	40000	0.00709801	0.456466	10.9552
mm_pow(CRS,CRS,CRS)	CRS	double	50000	50000	0.00869923	0.465558	11.1734
mm_pow(CRS,CRS,CRS)	CRS	double	60000	60000	0.0103308	0.470437	11.2905
mm_pow(CRS,CRS,CRS)	CRS	double	70000	70000	0.0121465	0.4668	11.2032
mm_pow(CRS,CRS,CRS)	CRS	double	80000	80000	0.0137968	0.469673	11.2722
mm_pow(CRS,CRS,CRS)	CRS	double	90000	90000	0.0155328	0.46933	11.2639
mm_pow(CRS,CRS,CRS)	CRS	double	100000	100000	0.0174993	0.462875	11.109
