func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(Dense)	Dense	float	1000	1000	0.00023985	4.16928
m_reciprocal(Dense)	Dense	float	2000	2000	0.000774094	5.16733
m_reciprocal(Dense)	Dense	float	3000	3000	0.00166488	5.40581
m_reciprocal(Dense)	Dense	float	4000	4000	0.00272584	5.86975
m_reciprocal(Dense)	Dense	float	5000	5000	0.00386008	6.47654
m_reciprocal(Dense)	Dense	float	6000	6000	0.00521848	6.89855
m_reciprocal(Dense)	Dense	float	7000	7000	0.00695774	7.04252
m_reciprocal(Dense)	Dense	float	8000	8000	0.00902622	7.09046
m_reciprocal(Dense)	Dense	float	9000	9000	0.0113457	7.13926
m_reciprocal(Dense)	Dense	float	10000	10000	0.0139589	7.16389
m_reciprocal(Dense)	Dense	double	1000	1000	0.000329761	3.0325
m_reciprocal(Dense)	Dense	double	2000	2000	0.000997604	4.00961
m_reciprocal(Dense)	Dense	double	3000	3000	0.00202056	4.45421
m_reciprocal(Dense)	Dense	double	4000	4000	0.00356279	4.49086
m_reciprocal(Dense)	Dense	double	5000	5000	0.00563678	4.43516
m_reciprocal(Dense)	Dense	double	6000	6000	0.00804598	4.47428
m_reciprocal(Dense)	Dense	double	7000	7000	0.0109332	4.48176
m_reciprocal(Dense)	Dense	double	8000	8000	0.0141916	4.50971
m_reciprocal(Dense)	Dense	double	9000	9000	0.0178977	4.52573
m_reciprocal(Dense)	Dense	double	10000	10000	0.0220346	4.53831
