func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_reciprocal(CRS)	CRS	float	10000	10000	0.000418315	1.93634
m_reciprocal(CRS)	CRS	float	20000	20000	0.000816919	1.98306
m_reciprocal(CRS)	CRS	float	30000	30000	0.00120856	2.01067
m_reciprocal(CRS)	CRS	float	40000	40000	0.00160678	2.01646
m_reciprocal(CRS)	CRS	float	50000	50000	0.00201191	2.01302
m_reciprocal(CRS)	CRS	float	60000	60000	0.00241561	2.01191
m_reciprocal(CRS)	CRS	float	70000	70000	0.0028622	1.98099
m_reciprocal(CRS)	CRS	float	80000	80000	0.00339403	1.90924
m_reciprocal(CRS)	CRS	float	90000	90000	0.004384	1.66287
m_reciprocal(CRS)	CRS	float	100000	100000	0.00492747	1.64385
m_reciprocal(CRS)	CRS	double	10000	10000	0.000431135	1.87876
m_reciprocal(CRS)	CRS	double	20000	20000	0.00083916	1.9305
m_reciprocal(CRS)	CRS	double	30000	30000	0.0012558	1.93502
m_reciprocal(CRS)	CRS	double	40000	40000	0.00371189	0.872871
m_reciprocal(CRS)	CRS	double	50000	50000	0.00550178	0.736125
m_reciprocal(CRS)	CRS	double	60000	60000	0.00802267	0.605783
m_reciprocal(CRS)	CRS	double	70000	70000	0.00957942	0.591894
m_reciprocal(CRS)	CRS	double	80000	80000	0.0132686	0.48837
m_reciprocal(CRS)	CRS	double	90000	90000	0.0135417	0.538335
m_reciprocal(CRS)	CRS	double	100000	100000	0.0145734	0.555808
