func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.000660824	1.51326
m_sinh(Dense)	Dense	float	2000	2000	0.00186474	2.14507
m_sinh(Dense)	Dense	float	3000	3000	0.00418005	2.15308
m_sinh(Dense)	Dense	float	4000	4000	0.00740734	2.16002
m_sinh(Dense)	Dense	float	5000	5000	0.0115882	2.15738
m_sinh(Dense)	Dense	float	6000	6000	0.0167158	2.15365
m_sinh(Dense)	Dense	float	7000	7000	0.0227838	2.15065
m_sinh(Dense)	Dense	float	8000	8000	0.0297053	2.1545
m_sinh(Dense)	Dense	float	9000	9000	0.0375854	2.15509
m_sinh(Dense)	Dense	float	10000	10000	0.0484419	2.06433
m_sinh(Dense)	Dense	double	1000	1000	0.000566323	1.76578
m_sinh(Dense)	Dense	double	2000	2000	0.00280002	1.42856
m_sinh(Dense)	Dense	double	3000	3000	0.00622165	1.44656
m_sinh(Dense)	Dense	double	4000	4000	0.0113663	1.40767
m_sinh(Dense)	Dense	double	5000	5000	0.0181606	1.37661
m_sinh(Dense)	Dense	double	6000	6000	0.0262928	1.36919
m_sinh(Dense)	Dense	double	7000	7000	0.0362061	1.35336
m_sinh(Dense)	Dense	double	8000	8000	0.0471808	1.35648
m_sinh(Dense)	Dense	double	9000	9000	0.0599917	1.35019
m_sinh(Dense)	Dense	double	10000	10000	0.0741196	1.34917
