func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000322901	3.09693
m_asinh(Dense)	Dense	float	2000	2000	0.00110416	3.62267
m_asinh(Dense)	Dense	float	3000	3000	0.002404	3.74376
m_asinh(Dense)	Dense	float	4000	4000	0.00388113	4.12252
m_asinh(Dense)	Dense	float	5000	5000	0.00518503	4.82157
m_asinh(Dense)	Dense	float	6000	6000	0.00747997	4.81285
m_asinh(Dense)	Dense	float	7000	7000	0.00970562	5.04862
m_asinh(Dense)	Dense	float	8000	8000	0.0126435	5.06189
m_asinh(Dense)	Dense	float	9000	9000	0.0159477	5.07909
m_asinh(Dense)	Dense	float	10000	10000	0.0196134	5.09856
m_asinh(Dense)	Dense	double	1000	1000	0.00147636	0.677341
m_asinh(Dense)	Dense	double	2000	2000	0.00557746	0.717172
m_asinh(Dense)	Dense	double	3000	3000	0.01264	0.712024
m_asinh(Dense)	Dense	double	4000	4000	0.0224428	0.712925
m_asinh(Dense)	Dense	double	5000	5000	0.0350017	0.714251
m_asinh(Dense)	Dense	double	6000	6000	0.0503053	0.71563
m_asinh(Dense)	Dense	double	7000	7000	0.0688302	0.711896
m_asinh(Dense)	Dense	double	8000	8000	0.0895192	0.714931
m_asinh(Dense)	Dense	double	9000	9000	0.113317	0.714806
m_asinh(Dense)	Dense	double	10000	10000	0.140018	0.714191
