func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.0019453	0.416389
m_asin(CRS)	CRS	float	20000	20000	0.00233997	0.692318
m_asin(CRS)	CRS	float	30000	30000	0.00352148	0.690051
m_asin(CRS)	CRS	float	40000	40000	0.00524694	0.617503
m_asin(CRS)	CRS	float	50000	50000	0.00653983	0.619282
m_asin(CRS)	CRS	float	60000	60000	0.00976997	0.497443
m_asin(CRS)	CRS	float	70000	70000	0.0116569	0.486407
m_asin(CRS)	CRS	float	80000	80000	0.0137862	0.470035
m_asin(CRS)	CRS	float	90000	90000	0.0155945	0.467473
m_asin(CRS)	CRS	float	100000	100000	0.0124305	0.651624
m_asin(CRS)	CRS	double	10000	10000	0.00172152	0.470513
m_asin(CRS)	CRS	double	20000	20000	0.00364526	0.444412
m_asin(CRS)	CRS	double	30000	30000	0.0073428	0.330936
m_asin(CRS)	CRS	double	40000	40000	0.00893687	0.362543
m_asin(CRS)	CRS	double	50000	50000	0.0111691	0.362609
m_asin(CRS)	CRS	double	60000	60000	0.0133149	0.365004
m_asin(CRS)	CRS	double	70000	70000	0.0158961	0.356691
m_asin(CRS)	CRS	double	80000	80000	0.0207124	0.312856
m_asin(CRS)	CRS	double	90000	90000	0.0233995	0.311545
m_asin(CRS)	CRS	double	100000	100000	0.0252716	0.320519
