func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(CRS)	CRS	float	10000	10000	0.000258813	3.12967
m_sign(CRS)	CRS	float	20000	20000	0.00045207	3.58351
m_sign(CRS)	CRS	float	30000	30000	0.000647559	3.75255
m_sign(CRS)	CRS	float	40000	40000	0.000842123	3.84742
m_sign(CRS)	CRS	float	50000	50000	0.00103797	3.90186
m_sign(CRS)	CRS	float	60000	60000	0.00123385	3.93888
m_sign(CRS)	CRS	float	70000	70000	0.00142754	3.97186
m_sign(CRS)	CRS	float	80000	80000	0.00162357	3.9912
m_sign(CRS)	CRS	float	90000	90000	0.00166062	4.38994
m_sign(CRS)	CRS	float	100000	100000	0.00159673	5.07287
m_sign(CRS)	CRS	double	10000	10000	0.000326396	2.48164
m_sign(CRS)	CRS	double	20000	20000	0.000589803	2.74668
m_sign(CRS)	CRS	double	30000	30000	0.00085437	2.8442
m_sign(CRS)	CRS	double	40000	40000	0.00111909	2.8952
m_sign(CRS)	CRS	double	50000	50000	0.00138924	2.91527
m_sign(CRS)	CRS	double	60000	60000	0.00164735	2.95018
m_sign(CRS)	CRS	double	70000	70000	0.001912	2.96549
m_sign(CRS)	CRS	double	80000	80000	0.00217565	2.97842
m_sign(CRS)	CRS	double	90000	90000	0.0024396	2.9882
m_sign(CRS)	CRS	double	100000	100000	0.00272	2.97795
