func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0326335	4.96423
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0482848	7.54895
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.100613	6.44052
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.131907	7.67585
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.165594	8.80466
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0278029	5.82672
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0465898	7.8236
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0688549	9.4111
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0960873	10.5373
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128178	11.3748
