func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sqrt(Dense)	Dense	float	1000	1000	0.00022139	4.51691
m_sqrt(Dense)	Dense	float	2000	2000	0.0012773	3.13159
m_sqrt(Dense)	Dense	float	3000	3000	0.00314609	2.8607
m_sqrt(Dense)	Dense	float	4000	4000	0.00553171	2.89241
m_sqrt(Dense)	Dense	float	5000	5000	0.00859485	2.90872
m_sqrt(Dense)	Dense	float	6000	6000	0.0127816	2.81655
m_sqrt(Dense)	Dense	float	7000	7000	0.0177506	2.76046
m_sqrt(Dense)	Dense	float	8000	8000	0.0233045	2.74625
m_sqrt(Dense)	Dense	float	9000	9000	0.0301441	2.6871
m_sqrt(Dense)	Dense	float	10000	10000	0.0367958	2.7177
m_sqrt(Dense)	Dense	double	1000	1000	0.000301235	3.31967
m_sqrt(Dense)	Dense	double	2000	2000	0.00276206	1.4482
m_sqrt(Dense)	Dense	double	3000	3000	0.00610659	1.47382
m_sqrt(Dense)	Dense	double	4000	4000	0.0112296	1.4248
m_sqrt(Dense)	Dense	double	5000	5000	0.0179354	1.39389
m_sqrt(Dense)	Dense	double	6000	6000	0.0260016	1.38453
m_sqrt(Dense)	Dense	double	7000	7000	0.0362828	1.3505
m_sqrt(Dense)	Dense	double	8000	8000	0.0473523	1.35157
m_sqrt(Dense)	Dense	double	9000	9000	0.0595868	1.35936
m_sqrt(Dense)	Dense	double	10000	10000	0.0739406	1.35244
