func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00349624
convert(COO,CRS)	CRS	float	20000	20000	0.0107131
convert(COO,CRS)	CRS	float	30000	30000	0.014267
convert(COO,CRS)	CRS	float	40000	40000	0.0190274
convert(COO,CRS)	CRS	float	50000	50000	0.0237107
convert(COO,CRS)	CRS	float	60000	60000	0.0288531
convert(COO,CRS)	CRS	float	70000	70000	0.0334137
convert(COO,CRS)	CRS	float	80000	80000	0.0380129
convert(COO,CRS)	CRS	float	90000	90000	0.0424853
convert(COO,CRS)	CRS	float	100000	100000	0.0471632
convert(COO,CRS)	CRS	double	10000	10000	0.00384399
convert(COO,CRS)	CRS	double	20000	20000	0.00718575
convert(COO,CRS)	CRS	double	30000	30000	0.0175523
convert(COO,CRS)	CRS	double	40000	40000	0.0234057
convert(COO,CRS)	CRS	double	50000	50000	0.0284859
convert(COO,CRS)	CRS	double	60000	60000	0.0401481
convert(COO,CRS)	CRS	double	70000	70000	0.0465139
convert(COO,CRS)	CRS	double	80000	80000	0.0530964
convert(COO,CRS)	CRS	double	90000	90000	0.0592434
convert(COO,CRS)	CRS	double	100000	100000	0.0650114
