func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	6.01646e-05	16.6211
m_ceil(Dense)	Dense	float	2000	2000	0.000209568	19.0869
m_ceil(Dense)	Dense	float	3000	3000	0.000468474	19.2113
m_ceil(Dense)	Dense	float	4000	4000	0.00534269	2.99475
m_ceil(Dense)	Dense	float	5000	5000	0.0104295	2.39704
m_ceil(Dense)	Dense	float	6000	6000	0.0156468	2.3008
m_ceil(Dense)	Dense	float	7000	7000	0.0219857	2.22872
m_ceil(Dense)	Dense	float	8000	8000	0.0284456	2.24991
m_ceil(Dense)	Dense	float	9000	9000	0.0358174	2.26147
m_ceil(Dense)	Dense	float	10000	10000	0.0249956	4.00071
m_ceil(Dense)	Dense	double	1000	1000	6.21922e-05	16.0792
m_ceil(Dense)	Dense	double	2000	2000	0.000222968	17.9398
m_ceil(Dense)	Dense	double	3000	3000	0.00680681	1.3222
m_ceil(Dense)	Dense	double	4000	4000	0.013775	1.16153
m_ceil(Dense)	Dense	double	5000	5000	0.0225009	1.11107
m_ceil(Dense)	Dense	double	6000	6000	0.0325472	1.10608
m_ceil(Dense)	Dense	double	7000	7000	0.0347214	1.41123
m_ceil(Dense)	Dense	double	8000	8000	0.0437651	1.46235
m_ceil(Dense)	Dense	double	9000	9000	0.0665573	1.217
m_ceil(Dense)	Dense	double	10000	10000	0.0894552	1.11788
