func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00171882
transpose(Dense)	Dense	float	2000	2000	0.0116552
transpose(Dense)	Dense	float	3000	3000	0.0366536
transpose(Dense)	Dense	float	4000	4000	0.0851289
transpose(Dense)	Dense	float	5000	5000	0.134257
transpose(Dense)	Dense	float	6000	6000	0.1943
transpose(Dense)	Dense	float	7000	7000	0.261799
transpose(Dense)	Dense	float	8000	8000	0.343271
transpose(Dense)	Dense	float	9000	9000	0.436932
transpose(Dense)	Dense	float	10000	10000	0.535414
transpose(Dense)	Dense	double	1000	1000	0.00259286
transpose(Dense)	Dense	double	2000	2000	0.0260499
transpose(Dense)	Dense	double	3000	3000	0.0659963
transpose(Dense)	Dense	double	4000	4000	0.141081
transpose(Dense)	Dense	double	5000	5000	0.220229
transpose(Dense)	Dense	double	6000	6000	0.326853
transpose(Dense)	Dense	double	7000	7000	0.432704
transpose(Dense)	Dense	double	8000	8000	0.57544
transpose(Dense)	Dense	double	9000	9000	0.72598
transpose(Dense)	Dense	double	10000	10000	0.88875
