func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0080808	247.5
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0264019	255.664
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0621374	257.494
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.117586	265.764
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.203597	265.23
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.336296	254.984
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.480347	266.474
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.691758	263.459
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.94929	263.355
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160877	124.319
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0544456	123.977
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.128276	124.731
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.248362	125.824
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.429645	125.685
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.68501	125.181
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.00295	127.624
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.4507	125.629
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.97425	126.63
