func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.00228877	0.436916	3.49532	
mscal(Dense)	float	2000	2000	0.00603698	0.662583	5.30066	
mscal(Dense)	float	3000	3000	0.0120669	0.745841	5.96673	
mscal(Dense)	float	4000	4000	0.0189553	0.844093	6.75274	
mscal(Dense)	float	5000	5000	0.026842	0.931375	7.451	
mscal(Dense)	float	6000	6000	0.0384869	0.935384	7.48307	
mscal(Dense)	float	7000	7000	0.0515242	0.951009	7.60808	
mscal(Dense)	float	8000	8000	0.0673513	0.950242	7.60194	
mscal(Dense)	float	9000	9000	0.0861841	0.939848	7.51878	
mscal(Dense)	float	10000	10000	0.105128	0.951221	7.60977	
mscal(Dense)	double	1000	1000	0.00216431	0.462041	7.39266	
mscal(Dense)	double	2000	2000	0.00617772	0.647489	10.3598	
mscal(Dense)	double	3000	3000	0.0129456	0.695218	11.1235	
mscal(Dense)	double	4000	4000	0.0222903	0.7178	11.4848	
mscal(Dense)	double	5000	5000	0.0345544	0.723497	11.576	
mscal(Dense)	double	6000	6000	0.0494489	0.728024	11.6484	
mscal(Dense)	double	7000	7000	0.0666204	0.735511	11.7682	
mscal(Dense)	double	8000	8000	0.0867969	0.737353	11.7977	
mscal(Dense)	double	9000	9000	0.110769	0.731254	11.7001	
