func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.62941e-05	0.122744	0.490975	
sv_add	float	10000	2.47868e-05	0.806881	3.22752	
sv_add	float	100000	0.000154353	1.29573	5.18291	
sv_add	float	1000000	0.000853343	2.34372	9.37489	
sv_add	float	10000000	0.026348	0.759071	3.03628	
sv_add	float	100000000	0.236402	0.846015	3.38406	
sv_add	double	1000	1.831e-05	0.10923	0.873839	
sv_add	double	10000	3.52464e-05	0.567434	4.53947	
sv_add	double	100000	0.000204937	0.975909	7.80727	
sv_add	double	1000000	0.00158781	1.2596	10.0768	
sv_add	double	10000000	0.043984	0.454711	3.63769	
sv_add	double	100000000	0.466925	0.428335	3.42668	
