func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000235197	0.00425176	0.0340141	
tanh	float	10000	3.77651e-05	0.264795	2.11836	
tanh	float	100000	0.000151731	0.65906	5.27248	
tanh	float	1000000	0.00121191	0.825146	6.60117	
tanh	float	10000000	0.011119	0.899363	7.1949	
tanh	float	100000000	0.11027	0.906868	7.25494	
tanh	double	1000	1.24557e-05	0.0802845	1.28455	
tanh	double	10000	2.89118e-05	0.34588	5.53407	
tanh	double	100000	0.000253887	0.393876	6.30201	
tanh	double	1000000	0.0020035	0.499126	7.98601	
tanh	double	10000000	0.0192468	0.519567	8.31307	
tanh	double	100000000	0.19093	0.523753	8.38005	
