func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.017984	111.21	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.0104795	1526.79	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.0282452	1911.83	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.0610938	2095.14	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.121793	2052.67	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.0277777	72.0001	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.209967	76.2025	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.686356	78.6764	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	1.63394	78.3383	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	3.20458	78.0133	
