func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	1.72896e-05	0.115676	0.462706	
sv_sub	float	10000	2.37827e-05	0.840947	3.36379	
sv_sub	float	100000	0.000148804	1.34405	5.37619	
sv_sub	float	1000000	0.000926246	2.15925	8.63702	
sv_sub	float	10000000	0.0264582	0.75591	3.02364	
sv_sub	float	100000000	0.239095	0.836486	3.34594	
sv_sub	double	1000	1.72973e-05	0.115625	0.925	
sv_sub	double	10000	3.39488e-05	0.589122	4.71298	
sv_sub	double	100000	0.000165356	1.20951	9.67608	
sv_sub	double	1000000	0.00158374	1.26283	10.1026	
sv_sub	double	10000000	0.043141	0.463596	3.70877	
sv_sub	double	100000000	0.427654	0.467668	3.74134	
