func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.000282251	3.54295	28.3436	
mscal(Dense)	float	2000	2000	9.91961e-05	40.3242	322.593	
mscal(Dense)	float	3000	3000	0.000243653	36.9377	295.502	
mscal(Dense)	float	4000	4000	0.00587286	2.7244	21.7952	
mscal(Dense)	float	5000	5000	0.0118869	2.10315	16.8252	
mscal(Dense)	float	6000	6000	0.0178362	2.01836	16.1469	
mscal(Dense)	float	7000	7000	0.024485	2.00123	16.0098	
mscal(Dense)	float	8000	8000	0.0315029	2.03156	16.2524	
mscal(Dense)	float	9000	9000	0.0411724	1.96734	15.7387	
mscal(Dense)	float	10000	10000	0.049595	2.01633	16.1307	
mscal(Dense)	double	1000	1000	5.02631e-05	19.8953	318.325	
mscal(Dense)	double	2000	2000	0.000195304	20.4809	327.695	
mscal(Dense)	double	3000	3000	0.00743743	1.2101	19.3615	
mscal(Dense)	double	4000	4000	0.0156485	1.02246	16.3594	
mscal(Dense)	double	5000	5000	0.0251268	0.994955	15.9193	
mscal(Dense)	double	6000	6000	0.0352798	1.02041	16.3266	
mscal(Dense)	double	7000	7000	0.047844	1.02416	16.3866	
mscal(Dense)	double	8000	8000	0.066051	0.968948	15.5032	
mscal(Dense)	double	9000	9000	0.0815766	0.992931	15.8869	
mscal(Dense)	double	10000	10000	0.0853098	1.1722	18.7552	
