func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.212e-07	6.22665	37.3599	
axpy	float	10000	6.5542e-06	3.05148	18.3089	
axpy	float	100000	1.08098e-05	18.5017	111.01	
axpy	float	1000000	3.3293e-05	60.0727	360.436	
axpy	float	10000000	0.00764704	2.61539	15.6923	
axpy	float	100000000	0.0285592	7.00299	42.0179	
axpy	double	1000	5.924e-07	3.3761	40.5132	
axpy	double	10000	8.1804e-06	2.44487	29.3384	
axpy	double	100000	1.32625e-05	15.0801	180.961	
axpy	double	1000000	5.89251e-05	33.9414	407.297	
axpy	double	10000000	0.017215	1.16178	13.9413	
axpy	double	100000000	0.0762727	2.62217	31.4661	
