func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000932464	0.00214485	0.0128691	
axpyz	float	10000	0.000968962	0.0206406	0.123844	
axpyz	float	100000	0.00126714	0.157835	0.947013	
axpyz	float	1000000	0.00420376	0.475764	2.85459	
axpyz	float	10000000	0.0314808	0.635307	3.81184	
axpyz	float	100000000	0.26724	0.748391	4.49034	
axpyz	double	1000	0.000733148	0.00272796	0.0327356	
axpyz	double	10000	0.000768276	0.0260323	0.312388	
axpyz	double	100000	0.00109423	0.182777	2.19332	
axpyz	double	1000000	0.00408663	0.489401	5.87281	
axpyz	double	10000000	0.0353979	0.565005	6.78007	
axpyz	double	100000000	0.34229	0.584299	7.01159	
