func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.000933024	0.00321535	0.00857427	
xpay	float	10000	0.000973402	0.0308198	0.082186	
xpay	float	100000	0.00138545	0.216537	0.577431	
xpay	float	1000000	0.00531511	0.564428	1.50514	
xpay	float	10000000	0.0383943	0.781366	2.08364	
xpay	float	100000000	0.393634	0.762129	2.03234	
xpay	double	1000	0.000729963	0.0041098	0.0219189	
xpay	double	10000	0.000773043	0.0388077	0.206974	
xpay	double	100000	0.00118874	0.252369	1.34597	
xpay	double	1000000	0.00479464	0.625699	3.33706	
xpay	double	10000000	0.0415844	0.721424	3.8476	
xpay	double	100000000	0.419345	0.715401	3.81547	
