func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00175906	0.000568485	0.00454788	
tanh	float	10000	4.04745e-05	0.247069	1.97655	
tanh	float	100000	0.00101021	0.0989895	0.791916	
tanh	float	1000000	0.000278203	3.59449	28.7559	
tanh	float	10000000	0.00260971	3.83185	30.6548	
tanh	float	100000000	0.03713	2.69324	21.5459	
tanh	double	1000	1.32494e-05	0.0754751	1.2076	
tanh	double	10000	1.74323e-05	0.573648	9.17836	
tanh	double	100000	0.000103197	0.969023	15.5044	
tanh	double	1000000	0.000799121	1.25137	20.022	
tanh	double	10000000	0.00720165	1.38857	22.2171	
tanh	double	100000000	0.0687727	1.45406	23.265	
