func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000249399	0.00400963	0.0320771	
scal	float	10000	0.000296748	0.0336987	0.269589	
scal	float	100000	0.000319458	0.31303	2.50424	
scal	float	1000000	0.00038092	2.62522	21.0018	
scal	float	10000000	0.00107124	9.33494	74.6795	
scal	float	100000000	0.00839471	11.9123	95.2982	
scal	double	1000	0.000282316	0.00354213	0.056674	
scal	double	10000	0.00027895	0.0358487	0.573579	
scal	double	100000	0.0009537	0.104855	1.67768	
scal	double	1000000	0.000432558	2.31183	36.9893	
scal	double	10000000	0.00194034	5.15373	82.4597	
scal	double	100000000	0.0165065	6.05823	96.9317	
