func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	0.00183323	0.00109097	0.00654581	
vv_sub	float	10000	0.00189721	0.0105418	0.0632507	
vv_sub	float	100000	0.00302583	0.0660976	0.396585	
vv_sub	float	1000000	0.0125455	0.15942	0.956518	
vv_sub	float	10000000	0.0977784	0.204544	1.22726	
