func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000484881	0.00412472	0.0247483	
axpy	float	10000	0.00050292	0.0397677	0.238606	
axpy	float	100000	0.000501488	0.398813	2.39288	
axpy	float	1000000	0.000616731	3.24291	19.4574	
axpy	float	10000000	0.00168835	11.8459	71.0754	
axpy	float	100000000	0.0124775	16.0288	96.173	
axpy	double	1000	0.000436352	0.00458346	0.0550015	
axpy	double	10000	0.000454677	0.0439873	0.527848	
axpy	double	100000	0.000451309	0.443156	5.31787	
axpy	double	1000000	0.000662485	3.01893	36.2272	
axpy	double	10000000	0.00282608	7.07693	84.9232	
axpy	double	100000000	0.0244138	8.1921	98.3052	
