func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	0.00040058	0.00499276	0.0299565	
vv_mul	float	10000	2.56266e-05	0.780439	4.68263	
vv_mul	float	100000	0.000116486	1.71695	10.3017	
vv_mul	float	1000000	0.000928592	2.1538	12.9228	
vv_mul	float	10000000	0.0227868	0.877702	5.26621	
vv_mul	float	100000000	0.252439	0.792271	4.75363	
vv_mul	double	1000	0.00763263	0.000262033	0.00314439	
vv_mul	double	10000	3.60365e-05	0.554993	6.65991	
vv_mul	double	100000	0.000144492	1.38416	16.6099	
vv_mul	double	1000000	0.00162785	1.22862	14.7434	
vv_mul	double	10000000	0.0576591	0.346866	4.16239	
vv_mul	double	100000000	0.521056	0.383836	4.60603	
