func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.0712e-06	0.110239	0.440956	
sum	float	10000	8.6152e-06	1.16074	4.64296	
sum	float	100000	1.61228e-05	6.2024	24.8096	
sum	float	1000000	8.04784e-05	12.4257	49.7028	
sum	float	10000000	0.000772777	12.9404	51.7614	
sum	float	100000000	0.00815546	12.2617	49.0469	
sum	double	1000	8.9882e-06	0.111257	0.890056	
sum	double	10000	9.7634e-06	1.02423	8.19387	
sum	double	100000	1.56035e-05	6.40882	51.2705	
sum	double	1000000	8.20367e-05	12.1897	97.5173	
sum	double	10000000	0.0015034	6.65159	53.2127	
sum	double	100000000	0.0768675	1.30094	10.4075	
