func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.741444	0.218492
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	1.75228	0.208015
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	3.58686	0.180659
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	5.76389	0.175663
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	8.31892	0.175263
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.846167	0.191451
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	2.15397	0.169223
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	4.03746	0.160497
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	6.52058	0.155278
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	9.24505	0.157706
