func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	vector	float	1000	0.000935029	0.00106949	0.00427794
sum	vector	float	2000	0.000933144	0.00214329	0.00857316
sum	vector	float	4000	0.000935102	0.00427761	0.0171104
sum	vector	float	8000	0.000941401	0.00849797	0.0339919
sum	vector	float	16000	0.000946446	0.0169053	0.0676214
sum	vector	float	32000	0.000967125	0.0330878	0.132351
sum	vector	float	64000	0.000996238	0.0642417	0.256967
sum	vector	float	128000	0.00106205	0.120522	0.482086
sum	vector	float	256000	0.00121027	0.211523	0.846094
sum	vector	float	512000	0.00147157	0.347928	1.39171
sum	vector	float	1024000	0.00198592	0.51563	2.06252
sum	vector	float	2048000	0.00283267	0.722992	2.89197
sum	vector	float	4096000	0.00469119	0.873125	3.4925
sum	vector	float	8192000	0.00781835	1.04779	4.19117
sum	vector	double	1000	0.000741236	0.0013491	0.0107928
sum	vector	double	2000	0.000740836	0.00269965	0.0215972
sum	vector	double	4000	0.000746534	0.0053581	0.0428648
sum	vector	double	8000	0.000750095	0.0106653	0.0853226
sum	vector	double	16000	0.000757643	0.0211181	0.168945
sum	vector	double	32000	0.000783279	0.0408539	0.326831
sum	vector	double	64000	0.00082406	0.0776642	0.621314
sum	vector	double	128000	0.000899523	0.142298	1.13838
sum	vector	double	256000	0.0010622	0.241009	1.92807
sum	vector	double	512000	0.00139057	0.368194	2.94555
sum	vector	double	1024000	0.0020369	0.502724	4.02179
sum	vector	double	2048000	0.00332561	0.615827	4.92662
sum	vector	double	4096000	0.0058332	0.702188	5.6175
sum	vector	double	8192000	0.0109638	0.747183	5.97746
