func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00234882
convert(COO,Dense)	Dense	float	2000	2000	0.00567324
convert(COO,Dense)	Dense	float	3000	3000	0.0164379
convert(COO,Dense)	Dense	float	4000	4000	0.0280147
convert(COO,Dense)	Dense	float	5000	5000	0.0427726
convert(COO,Dense)	Dense	double	1000	1000	0.00287574
convert(COO,Dense)	Dense	double	2000	2000	0.0091629
convert(COO,Dense)	Dense	double	3000	3000	0.0299863
convert(COO,Dense)	Dense	double	4000	4000	0.0518626
convert(COO,Dense)	Dense	double	5000	5000	0.0796225
