func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sqrt(Dense)	Dense	float	1000	1000	0.00134757	0.742075
m_sqrt(Dense)	Dense	float	2000	2000	0.00251948	1.58763
m_sqrt(Dense)	Dense	float	3000	3000	0.00598957	1.50261
m_sqrt(Dense)	Dense	float	4000	4000	0.0106722	1.49923
m_sqrt(Dense)	Dense	float	5000	5000	0.0167764	1.49019
m_sqrt(Dense)	Dense	float	6000	6000	0.0261971	1.3742
m_sqrt(Dense)	Dense	float	7000	7000	0.0337135	1.45342
m_sqrt(Dense)	Dense	float	8000	8000	0.0269238	2.37708
m_sqrt(Dense)	Dense	float	9000	9000	0.043992	1.84124
m_sqrt(Dense)	Dense	float	10000	10000	0.0417372	2.39594
m_sqrt(Dense)	Dense	double	1000	1000	0.000763227	1.31023
m_sqrt(Dense)	Dense	double	2000	2000	0.00371642	1.0763
m_sqrt(Dense)	Dense	double	3000	3000	0.0120892	0.744464
m_sqrt(Dense)	Dense	double	4000	4000	0.0217186	0.736694
m_sqrt(Dense)	Dense	double	5000	5000	0.0271529	0.920712
m_sqrt(Dense)	Dense	double	6000	6000	0.0288014	1.24994
m_sqrt(Dense)	Dense	double	7000	7000	0.0405845	1.20736
m_sqrt(Dense)	Dense	double	8000	8000	0.0533976	1.19856
m_sqrt(Dense)	Dense	double	9000	9000	0.0685389	1.18181
m_sqrt(Dense)	Dense	double	10000	10000	0.0809832	1.23482
