func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_add(Dense,Dense)	Dense	float	1000	1000	0.000180113	5.55208	44.4167
sm_add(Dense,Dense)	Dense	float	2000	2000	0.000541034	7.39325	59.146
sm_add(Dense,Dense)	Dense	float	3000	3000	0.00113935	7.89926	63.1941
sm_add(Dense,Dense)	Dense	float	4000	4000	0.00180992	8.84017	70.7213
sm_add(Dense,Dense)	Dense	float	5000	5000	0.00246302	10.1502	81.2013
sm_add(Dense,Dense)	Dense	float	6000	6000	0.00351602	10.2388	81.9107
sm_add(Dense,Dense)	Dense	float	7000	7000	0.00526871	9.30019	74.4015
sm_add(Dense,Dense)	Dense	float	8000	8000	0.00620849	10.3085	82.4677
sm_add(Dense,Dense)	Dense	float	9000	9000	0.00775238	10.4484	83.5872
sm_add(Dense,Dense)	Dense	float	10000	10000	0.00954071	10.4814	83.8512
sm_add(Dense,Dense)	Dense	double	1000	1000	0.000302469	3.30612	52.898
sm_add(Dense,Dense)	Dense	double	2000	2000	0.000710068	5.63327	90.1323
sm_add(Dense,Dense)	Dense	double	3000	3000	0.00152193	5.91356	94.6169
sm_add(Dense,Dense)	Dense	double	4000	4000	0.00276247	5.79193	92.6708
sm_add(Dense,Dense)	Dense	double	5000	5000	0.00431253	5.79706	92.753
sm_add(Dense,Dense)	Dense	double	6000	6000	0.00607528	5.92565	94.8104
sm_add(Dense,Dense)	Dense	double	7000	7000	0.00820943	5.96874	95.4999
sm_add(Dense,Dense)	Dense	double	8000	8000	0.0106366	6.01699	96.2718
sm_add(Dense,Dense)	Dense	double	9000	9000	0.0133957	6.0467	96.7472
sm_add(Dense,Dense)	Dense	double	10000	10000	0.0164793	6.06821	97.0913
