func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.000198243	5.04431
m_sinh(Dense)	Dense	float	2000	2000	0.00060247	6.63933
m_sinh(Dense)	Dense	float	3000	3000	0.00126955	7.08915
m_sinh(Dense)	Dense	float	4000	4000	0.0022065	7.25129
m_sinh(Dense)	Dense	float	5000	5000	0.00306278	8.16251
m_sinh(Dense)	Dense	float	6000	6000	0.00378252	9.51747
m_sinh(Dense)	Dense	float	7000	7000	0.00512683	9.55756
m_sinh(Dense)	Dense	float	8000	8000	0.00696602	9.18746
m_sinh(Dense)	Dense	float	9000	9000	0.00841964	9.62036
m_sinh(Dense)	Dense	float	10000	10000	0.0103006	9.70821
m_sinh(Dense)	Dense	double	1000	1000	0.000498109	2.00759
m_sinh(Dense)	Dense	double	2000	2000	0.00144382	2.77043
m_sinh(Dense)	Dense	double	3000	3000	0.00291662	3.08576
m_sinh(Dense)	Dense	double	4000	4000	0.0050329	3.17908
m_sinh(Dense)	Dense	double	5000	5000	0.00776626	3.21905
m_sinh(Dense)	Dense	double	6000	6000	0.010997	3.27362
m_sinh(Dense)	Dense	double	7000	7000	0.0147757	3.31626
m_sinh(Dense)	Dense	double	8000	8000	0.019102	3.35043
m_sinh(Dense)	Dense	double	9000	9000	0.023992	3.37612
m_sinh(Dense)	Dense	double	10000	10000	0.0294429	3.39641
