func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.000413252	1.96006
m_sinh(CRS)	CRS	float	20000	20000	0.000687139	2.3576
m_sinh(CRS)	CRS	float	30000	30000	0.000939621	2.58615
m_sinh(CRS)	CRS	float	40000	40000	0.00119322	2.71534
m_sinh(CRS)	CRS	float	50000	50000	0.00145349	2.78639
m_sinh(CRS)	CRS	float	60000	60000	0.00140946	3.44814
m_sinh(CRS)	CRS	float	70000	70000	0.00168976	3.35551
m_sinh(CRS)	CRS	float	80000	80000	0.00171839	3.77098
m_sinh(CRS)	CRS	float	90000	90000	0.00191264	3.81149
m_sinh(CRS)	CRS	float	100000	100000	0.00206189	3.92843
m_sinh(CRS)	CRS	double	10000	10000	0.0017601	0.460201
m_sinh(CRS)	CRS	double	20000	20000	0.00331213	0.489111
m_sinh(CRS)	CRS	double	30000	30000	0.00487375	0.498589
m_sinh(CRS)	CRS	double	40000	40000	0.00644174	0.502969
m_sinh(CRS)	CRS	double	50000	50000	0.00800578	0.505885
m_sinh(CRS)	CRS	double	60000	60000	0.00954092	0.509385
m_sinh(CRS)	CRS	double	70000	70000	0.0113144	0.50113
m_sinh(CRS)	CRS	double	80000	80000	0.0126092	0.513912
m_sinh(CRS)	CRS	double	90000	90000	0.0141796	0.514119
m_sinh(CRS)	CRS	double	100000	100000	0.0157642	0.513824
