func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(Dense,Dense,Dense)	Dense	float	1000	1000	0.0139588	0.0716394	0.859673
mm_div(Dense,Dense,Dense)	Dense	float	2000	2000	0.0485895	0.0823224	0.987868
mm_div(Dense,Dense,Dense)	Dense	float	3000	3000	0.111256	0.0808944	0.970733
mm_div(Dense,Dense,Dense)	Dense	float	4000	4000	0.18921	0.084562	1.01474
mm_div(Dense,Dense,Dense)	Dense	float	5000	5000	0.29115	0.0858665	1.0304
mm_div(Dense,Dense,Dense)	Dense	float	6000	6000	0.413908	0.0869759	1.04371
mm_div(Dense,Dense,Dense)	Dense	float	7000	7000	0.566454	0.0865031	1.03804
mm_div(Dense,Dense,Dense)	Dense	float	8000	8000	0.749967	0.0853371	1.02405
mm_div(Dense,Dense,Dense)	Dense	float	9000	9000	0.945305	0.0856866	1.02824
mm_div(Dense,Dense,Dense)	Dense	float	10000	10000	1.16777	0.0856329	1.0276
mm_div(Dense,Dense,Dense)	Dense	double	1000	1000	0.0105945	0.0943885	2.26532
mm_div(Dense,Dense,Dense)	Dense	double	2000	2000	0.046919	0.0852534	2.04608
mm_div(Dense,Dense,Dense)	Dense	double	3000	3000	0.117132	0.0768361	1.84407
mm_div(Dense,Dense,Dense)	Dense	double	4000	4000	0.18961	0.0843838	2.02521
mm_div(Dense,Dense,Dense)	Dense	double	5000	5000	0.300028	0.0833257	1.99982
mm_div(Dense,Dense,Dense)	Dense	double	6000	6000	0.425357	0.0846348	2.03123
mm_div(Dense,Dense,Dense)	Dense	double	7000	7000	0.578397	0.0847169	2.03321
mm_div(Dense,Dense,Dense)	Dense	double	8000	8000	0.76051	0.0841541	2.0197
mm_div(Dense,Dense,Dense)	Dense	double	9000	9000	0.958005	0.0845507	2.02922
mm_div(Dense,Dense,Dense)	Dense	double	10000	10000	1.18285	0.0845412	2.02899
