func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.017724	112.841
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00492491	1370.58
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.01006	1590.46
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0169569	1842.91
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258057	2092.56
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414846	2067.03
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0608993	2101.83
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0881975	2066.39
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121926	2050.42
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276869	72.2363
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0878731	76.8154
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208097	76.8871
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.405054	77.1503
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.6802	79.3884
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08537	79.0051
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61928	79.0475
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31121	78.8548
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17861	78.6507
