func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.73893	0.219236
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	1.74242	0.209192
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	3.58597	0.180704
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	5.73849	0.17644
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	8.2781	0.176127
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.84235	0.192319
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	2.15199	0.169378
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	4.00199	0.16192
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	6.48189	0.156204
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	9.21061	0.158296
