func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00655722
convert(COO,CRS)	CRS	float	20000	20000	0.0129167
convert(COO,CRS)	CRS	float	30000	30000	0.0242249
convert(COO,CRS)	CRS	float	40000	40000	0.0309133
convert(COO,CRS)	CRS	float	50000	50000	0.0386114
convert(COO,CRS)	CRS	float	60000	60000	0.0459414
convert(COO,CRS)	CRS	float	70000	70000	0.0526153
convert(COO,CRS)	CRS	float	80000	80000	0.0609213
convert(COO,CRS)	CRS	float	90000	90000	0.0677017
convert(COO,CRS)	CRS	float	100000	100000	0.0751706
convert(COO,CRS)	CRS	double	10000	10000	0.00500029
convert(COO,CRS)	CRS	double	20000	20000	0.0134651
convert(COO,CRS)	CRS	double	30000	30000	0.0291717
convert(COO,CRS)	CRS	double	40000	40000	0.0377836
convert(COO,CRS)	CRS	double	50000	50000	0.0471899
convert(COO,CRS)	CRS	double	60000	60000	0.0625491
convert(COO,CRS)	CRS	double	70000	70000	0.0730441
convert(COO,CRS)	CRS	double	80000	80000	0.0825037
convert(COO,CRS)	CRS	double	90000	90000	0.0929739
convert(COO,CRS)	CRS	double	100000	100000	0.103431
