func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00752306	265.849
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00458375	1472.59
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00915819	1747.07
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155548	2009.03
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0257877	2094.02
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0411081	2085.96
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0609107	2101.44
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0890526	2046.54
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122765	2036.41
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0279865	71.463
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0883567	76.3949
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208841	76.6133
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406297	76.9142
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.681961	79.1834
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09027	78.65
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62319	78.8572
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31648	78.6753
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18579	78.4734
