func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00177882	0.00056217	0.00449736	
tanh	float	10000	4.61486e-05	0.216691	1.73353	
tanh	float	100000	0.00108488	0.0921759	0.737407	
tanh	float	1000000	0.000278107	3.59573	28.7659	
tanh	float	10000000	0.00275927	3.62415	28.9932	
tanh	float	100000000	0.036491	2.7404	21.9232	
tanh	double	1000	1.18211e-05	0.0845945	1.35351	
tanh	double	10000	1.71138e-05	0.584324	9.34918	
tanh	double	100000	0.000579136	0.172671	2.76274	
tanh	double	1000000	0.000457952	2.18364	34.9382	
tanh	double	10000000	0.0071514	1.39833	22.3733	
tanh	double	100000000	0.0734902	1.36073	21.7716	
