func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	7.45804e-05	0.0134083	0.107267	
v_minus	float	10000	1.89162e-05	0.528647	4.22918	
v_minus	float	100000	0.000141217	0.70813	5.66504	
v_minus	float	1000000	0.0011091	0.901634	7.21307	
v_minus	float	10000000	0.0284446	0.35156	2.81248	
v_minus	float	100000000	0.364136	0.274622	2.19698	
v_minus	double	1000	1.0054e-05	0.0994629	1.59141	
v_minus	double	10000	2.95935e-05	0.337912	5.40659	
v_minus	double	100000	0.000200202	0.499496	7.99193	
v_minus	double	1000000	0.00232433	0.430231	6.8837	
v_minus	double	10000000	0.0583833	0.171282	2.74051	
v_minus	double	100000000	0.535495	0.186743	2.98789	
