func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	0.0009625	0.00103896	0.00415585	
sum	float	10000	0.00097647	0.010241	0.0409639	
sum	float	100000	0.00106223	0.0941417	0.376567	
sum	float	1000000	0.00195785	0.510764	2.04306	
sum	float	10000000	0.0110488	0.905074	3.62029	
sum	float	100000000	0.0866815	1.15365	4.61459	
sum	double	1000	0.000772455	0.00129457	0.0103566	
sum	double	10000	0.000786316	0.0127175	0.10174	
sum	double	100000	0.000904744	0.110528	0.884228	
sum	double	1000000	0.00206261	0.484823	3.87858	
sum	double	10000000	0.0135317	0.739005	5.91204	
sum	double	100000000	0.128069	0.780829	6.24663	
