func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000962865	0.00207713	0.0124628	
axpyz	float	10000	0.000997549	0.0200491	0.120295	
axpyz	float	100000	0.00129754	0.154138	0.924828	
axpyz	float	1000000	0.00422732	0.473113	2.83868	
axpyz	float	10000000	0.0321787	0.621529	3.72917	
axpyz	float	100000000	0.271609	0.736352	4.41811	
axpyz	double	1000	0.000775616	0.0025786	0.0309432	
axpyz	double	10000	0.000810031	0.0246904	0.296285	
axpyz	double	100000	0.00114277	0.175013	2.10016	
axpyz	double	1000000	0.00418865	0.477481	5.72977	
axpyz	double	10000000	0.0358293	0.558203	6.69843	
axpyz	double	100000000	0.348018	0.574683	6.8962	
