func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	0.00190848	0.00157194	0.00419183	
xpay	float	10000	8.3812e-06	3.57944	9.54517	
xpay	float	100000	1.02655e-05	29.2241	77.9309	
xpay	float	1000000	3.58249e-05	83.7406	223.308	
xpay	float	10000000	0.007656	3.91849	10.4493	
xpay	float	100000000	0.0393622	7.62153	20.3241	
xpay	double	1000	7.8981e-06	0.379838	2.0258	
xpay	double	10000	7.6953e-06	3.89848	20.7919	
xpay	double	100000	1.15769e-05	25.9137	138.206	
xpay	double	1000000	6.22895e-05	48.1622	256.865	
xpay	double	10000000	0.017147	1.74958	9.33107	
xpay	double	100000000	0.0695511	4.31338	23.0047	
