func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.612e-07	7.65697	30.6279	
dot	float	10000	4.7198e-06	4.23747	16.9499	
dot	float	100000	9.8035e-06	20.4009	81.6035	
dot	float	1000000	2.72957e-05	73.2716	293.086	
dot	float	10000000	0.00474541	4.2146	16.8584	
dot	float	100000000	0.0149207	13.4042	53.6169	
dot	double	1000	4.903e-07	4.07914	32.6331	
dot	double	10000	7.7829e-06	2.56974	20.5579	
dot	double	100000	1.075e-05	18.6047	148.837	
dot	double	1000000	4.7769e-05	41.8682	334.945	
dot	double	10000000	0.0119214	1.67765	13.4212	
dot	double	100000000	0.0419981	4.76212	38.097	
