func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	2.816e-07	7.10227	42.6136	
axpy	float	10000	9.5695e-06	2.08997	12.5398	
axpy	float	100000	1.04967e-05	19.0536	114.322	
axpy	float	1000000	3.35671e-05	59.5822	357.493	
axpy	float	10000000	0.00768942	2.60098	15.6059	
axpy	float	100000000	0.0240464	8.31727	49.9036	
axpy	double	1000	4.921e-07	4.06421	48.7706	
axpy	double	10000	7.7946e-06	2.56588	30.7905	
axpy	double	100000	1.23784e-05	16.1572	193.886	
axpy	double	1000000	6.02828e-05	33.177	398.124	
axpy	double	10000000	0.0163038	1.2267	14.7205	
axpy	double	100000000	0.0905768	2.20807	26.4969	
