func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000651699	0.00153445	0.0061378	
asum	float	10000	0.000653442	0.0153036	0.0612143	
asum	float	100000	0.000660552	0.151388	0.605554	
asum	float	1000000	0.000694721	1.43943	5.7577	
asum	float	10000000	0.00107796	9.2768	37.1072	
asum	float	100000000	0.00476277	20.9962	83.9848	
asum	double	1000	0.000623427	0.00160404	0.0128323	
asum	double	10000	0.00062267	0.0160599	0.128479	
asum	double	100000	0.000636149	0.157196	1.25757	
asum	double	1000000	0.000705531	1.41737	11.339	
asum	double	10000000	0.0014028	7.1286	57.0288	
asum	double	100000000	0.00845652	11.8252	94.6016	
