func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000208144	0.00480436	0.0384349	
tanh	float	10000	4.91083e-05	0.203632	1.62905	
tanh	float	100000	0.000175385	0.570173	4.56138	
tanh	float	1000000	0.00164769	0.60691	4.85528	
tanh	float	10000000	0.0158676	0.630215	5.04172	
tanh	float	100000000	0.158093	0.632538	5.0603	
tanh	double	1000	1.98263e-05	0.0504381	0.807009	
tanh	double	10000	8.56463e-05	0.116759	1.86815	
tanh	double	100000	0.000442763	0.225854	3.61367	
tanh	double	1000000	0.00358908	0.278623	4.45796	
tanh	double	10000000	0.0362636	0.275758	4.41214	
tanh	double	100000000	0.354434	0.28214	4.51424	
