func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.67206e-05	0.119613	0.717678	
vv_mul	float	10000	2.44466e-05	0.81811	4.90866	
vv_mul	float	100000	0.000113746	1.75831	10.5498	
vv_mul	float	1000000	0.000910966	2.19547	13.1728	
vv_mul	float	10000000	0.025846	0.773813	4.64288	
vv_mul	float	100000000	0.246599	0.811033	4.8662	
vv_mul	double	1000	1.75661e-05	0.113856	1.36627	
vv_mul	double	10000	3.67847e-05	0.543704	6.52445	
vv_mul	double	100000	0.000153782	1.30054	15.6065	
vv_mul	double	1000000	0.00155489	1.28626	15.4352	
vv_mul	double	10000000	0.0541937	0.369046	4.42856	
vv_mul	double	100000000	0.5021	0.398327	4.77993	
