func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.1043e-06	0.109838	0.439353	
sum	float	10000	8.7179e-06	1.14707	4.58826	
sum	float	100000	3.92343e-05	2.54879	10.1952	
sum	float	1000000	8.09371e-05	12.3553	49.4211	
sum	float	10000000	0.000787723	12.6948	50.7793	
sum	float	100000000	0.0171385	5.83482	23.3393	
sum	double	1000	8.975e-06	0.111421	0.891365	
sum	double	10000	9.1916e-06	1.08795	8.7036	
sum	double	100000	1.53228e-05	6.52622	52.2098	
sum	double	1000000	8.1525e-05	12.2662	98.1294	
sum	double	10000000	0.00181985	5.49494	43.9596	
sum	double	100000000	0.030612	3.26669	26.1335	
