func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	8.3932e-06	0.238288	1.42973	
axpyz	float	10000	8.7225e-06	2.29292	13.7575	
axpyz	float	100000	1.6352e-05	12.2309	73.3855	
axpyz	float	1000000	4.14178e-05	48.2884	289.731	
axpyz	float	10000000	0.00313549	6.37859	38.2715	
axpyz	float	100000000	0.0400588	4.99266	29.9559	
axpyz	double	1000	7.0459e-06	0.283853	3.40624	
axpyz	double	10000	7.8514e-06	2.54732	30.5678	
axpyz	double	100000	1.1774e-05	16.9866	203.839	
axpyz	double	1000000	7.47599e-05	26.7523	321.028	
axpyz	double	10000000	0.0256646	0.779284	9.35141	
axpyz	double	100000000	0.130691	1.53033	18.364	
