func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000645941	0.00309626	0.012385	
dot	float	10000	0.000649195	0.0308074	0.12323	
dot	float	100000	0.000655645	0.305043	1.22017	
dot	float	1000000	0.000727087	2.7507	11.0028	
dot	float	10000000	0.0014286	13.9997	55.9988	
dot	float	100000000	0.00842615	23.7356	94.9426	
dot	double	1000	0.000630495	0.00317211	0.0253769	
dot	double	10000	0.000631593	0.031666	0.253328	
dot	double	100000	0.000648018	0.308633	2.46907	
dot	double	1000000	0.000770551	2.59554	20.7643	
dot	double	10000000	0.00216972	9.21778	73.7423	
dot	double	100000000	0.0161381	12.3931	99.1444	
